,split,uri,labels
186,train,01/111/084/3111/front_en.6.400.jpg,0
187,train,01/111/085/1123/front_en.7.400.jpg,7;11
188,train,01/111/085/3264/front_en.6.400.jpg,3;9
189,train,01/111/085/4377/front_en.7.400.jpg,12;16
190,train,01/111/086/1627/front_en.4.400.jpg,1;27
191,train,01/111/086/7247/front_en.6.400.jpg,4;7;11
192,train,01/111/087/1855/front_en.7.400.jpg,3;24
193,train,01/111/087/2708/front_en.6.400.jpg,3;9;28
194,train,01/111/087/4245/front_en.5.400.jpg,0
195,train,01/111/087/5860/front_en.3.400.jpg,15
196,train,01/111/088/1946/front_en.3.400.jpg,0
197,train,01/111/089/3703/front_en.6.400.jpg,0
198,test,01/111/089/6209/front_en.9.400.jpg,29
199,train,01/111/089/7350/front_en.4.400.jpg,15
200,train,01/111/099/0679/front_en.5.400.jpg,2;5;6;10
201,train,01/111/500/1516/front_en.20.400.jpg,12;21
202,train,01/111/539/5158/front_en.5.400.jpg,21
203,train,01/115/051/9724/front_en.3.400.jpg,2;5;6;10
204,train,01/115/212/1383/front_en.4.400.jpg,7;22
205,train,01/115/217/4754/front_en.3.400.jpg,7;22
206,train,01/115/220/6929/front_fr.21.400.jpg,3;9
207,train,01/115/229/6081/front_en.6.400.jpg,0
208,train,01/115/308/9156/front_en.3.400.jpg,3;9
209,train,01/116/114/2256/front_en.6.400.jpg,12
210,train,01/120/600/0862/front_en.5.400.jpg,7;11
211,train,01/121/000/0018/front_en.34.400.jpg,7;11
212,train,01/121/000/0872/front_en.5.400.jpg,7;11;22
213,train,01/121/000/6096/front_en.5.400.jpg,7;11
214,train,01/121/000/8038/front_en.3.400.jpg,7;11
215,train,01/121/000/9493/front_de.15.400.jpg,7;11
216,train,01/121/011/5644/front_es.46.400.jpg,7;11
217,train,01/121/060/3899/front_es.15.400.jpg,7;11;22
218,train,01/121/069/7003/front_fr.41.400.jpg,7;11;22
219,train,0112185/front_fr.4.400.jpg,2;5;6;10
220,train,01/122/500/4759/front_en.3.400.jpg,2;5;6
221,train,01/122/512/9889/front_en.4.400.jpg,4;14
222,test,01/125/980/1133/front_en.5.400.jpg,0
223,train,01/130/038/5377/front_en.6.400.jpg,1;13
224,train,01/135/965/0136/front_fr.6.400.jpg,7;11
225,train,01/138/410/4215/front_en.3.400.jpg,2;5;6;25
226,train,01/143/311/5162/front_en.4.400.jpg,15
227,train,01/143/315/0866/front_en.3.400.jpg,3;24
228,train,01/143/315/6929/front_en.5.400.jpg,1;13
229,train,01151/front_fr.8.400.jpg,1;27
230,train,01/154/722/0004/front_en.3.400.jpg,15;17
231,train,0116329/front_en.3.400.jpg,4
232,train,0116435/front_en.4.400.jpg,7;22
233,train,01/174/761/5358/front_zh.6.400.jpg,1;13
234,train,01/182/258/3206/front_en.5.400.jpg,15;17
235,train,01/182/299/9823/front_en.3.400.jpg,1;13
236,train,01/183/521/1998/front_fr.16.400.jpg,1;20
237,train,01/186/312/4925/front_fr.3.400.jpg,2;5;6;10
238,train,0119993/front_en.8.400.jpg,12
239,train,01/200/000/2496/front_en.17.400.jpg,0
240,train,01/200/001/4338/front_en.7.400.jpg,0
241,train,01/200/001/8817/front_en.6.400.jpg,0
242,train,01/200/003/2448/front_en.12.400.jpg,0
243,test,01/200/004/5523/front_en.3.400.jpg,0
244,train,01/200/006/4494/front_en.9.400.jpg,0
245,train,01/200/011/2270/front_en.4.400.jpg,0
246,train,01/200/016/2527/front_en.4.400.jpg,0
247,train,01/200/017/1451/front_en.4.400.jpg,0
248,train,01/200/017/1741/front_en.25.400.jpg,0
249,train,01/200/018/4369/front_en.3.400.jpg,0
250,test,01/200/020/7662/front_en.3.400.jpg,0
251,train,01/200/028/6186/front_en.19.400.jpg,0
252,train,01/200/038/7807/front_en.6.400.jpg,0
253,train,01/200/080/6681/front_fr.4.400.jpg,0
254,train,0120265/front_en.3.400.jpg,4
255,train,0120807/front_en.10.400.jpg,4;14
256,train,01/208/651/4029/front_fr.3.400.jpg,0
257,train,0120951/front_en.3.400.jpg,3;9
258,train,0121811/front_en.3.400.jpg,8
259,train,0122191/front_en.23.400.jpg,4
260,train,0122979/front_fr.4.400.jpg,8
261,train,0124195/front_en.4.400.jpg,4
262,train,01/251/121/2322/front_en.11.400.jpg,12;16
263,train,01/251/153/0129/front_en.4.400.jpg,1;13
264,train,01/252/470/2117/front_en.8.400.jpg,1
265,train,01/254/600/1564/front_en.4.400.jpg,1;13
266,test,01/254/600/8433/front_en.4.400.jpg,1;13
267,test,01/254/601/1532/front_en.6.400.jpg,1;13
268,train,01/254/601/1860/front_en.4.400.jpg,1;13
269,train,01/254/601/2706/front_en.3.400.jpg,1;13
270,train,01/254/631/5012/front_en.5.400.jpg,1;13
271,train,01/254/667/6281/front_en.3.400.jpg,1;13
272,train,01/265/670/7363/front_fr.4.400.jpg,12
273,train,0126953/front_en.3.400.jpg,3;9;28
274,train,01/282/200/9192/front_en.7.400.jpg,3;9;21
275,train,0128605/front_en.7.400.jpg,3;9
276,train,01/296/400/0064/front_es.7.400.jpg,3;9
277,train,01/299/311/1014/front_en.4.400.jpg,0
278,train,01/299/344/1104/front_en.3.400.jpg,0
279,train,01/300/000/6408/front_en.3.400.jpg,7;11
280,train,01/300/001/2942/front_en.4.400.jpg,15
281,train,01/300/005/2528/front_en.17.400.jpg,7;11
282,train,0131414/front_en.3.400.jpg,1;13
283,train,0132589/front_en.41.400.jpg,1;13
284,train,01/330/000/1318/front_en.3.400.jpg,26
285,train,01/330/015/2010/front_en.4.400.jpg,3;9
286,train,01/330/057/9022/front_en.10.400.jpg,26
287,train,0133432/front_en.20.400.jpg,4;14
288,train,01/340/900/0335/front_en.5.400.jpg,7;11
289,train,01/340/951/6270/front_en.8.400.jpg,7;11
290,train,01355/front_en.3.400.jpg,0
291,train,01/356/200/0197/front_en.7.400.jpg,1;27
292,train,01/356/200/0524/front_en.13.400.jpg,1;27
293,train,01/356/200/1729/front_en.4.400.jpg,3;24
294,test,01/356/200/2450/front_en.12.400.jpg,3;9
295,test,01/356/211/1053/front_en.14.400.jpg,1;13
296,train,01/356/222/4616/front_en.4.400.jpg,3;9
297,train,01/356/230/0600/front_en.18.400.jpg,8
298,train,01/356/230/2239/front_en.3.400.jpg,1;27
299,train,01/356/246/8072/front_en.4.400.jpg,3;9
300,train,01/356/249/3043/front_en.4.400.jpg,1;27
301,train,0136365/front_en.5.400.jpg,3
302,train,01/376/402/7220/front_en.3.400.jpg,3;24
303,train,01/380/010/1150/front_en.4.400.jpg,15
304,train,01/380/018/5983/front_en.3.400.jpg,8;15
305,train,01/380/044/7197/front_en.4.400.jpg,15
306,train,01/380/048/8244/front_en.3.400.jpg,4
307,train,01/380/055/2419/front_en.4.400.jpg,15
308,train,0138239/front_fr.17.400.jpg,0
309,train,01/393/200/4541/front_es.3.400.jpg,3;9
310,train,01/396/449/7120/front_en.6.400.jpg,3;9
311,train,0139748/front_en.10.400.jpg,1;27
312,train,01/405/403/1255/front_fr.4.400.jpg,0
313,train,01/410/004/0484/front_en.4.400.jpg,1;27
314,train,01/410/004/3461/front_en.4.400.jpg,3;24
315,train,01/410/004/5403/front_en.10.400.jpg,3;24
316,train,01/410/004/7117/front_en.3.400.jpg,8
317,train,01/410/004/7957/front_en.3.400.jpg,1;27
318,train,01/410/007/0948/front_en.3.400.jpg,3;24
319,train,01/410/007/1662/front_en.3.400.jpg,3;24
320,train,01/410/007/4359/front_en.18.400.jpg,1;27
321,train,01/410/007/5226/front_en.18.400.jpg,1;27
322,train,01/410/008/5478/front_en.41.400.jpg,1;27
323,train,01/410/008/5621/front_en.14.400.jpg,1;27
324,train,01/410/008/9001/front_en.14.400.jpg,1;26;27
325,train,01/410/009/6580/front_en.3.400.jpg,1;27
326,train,01/410/009/8423/front_en.14.400.jpg,1;27
327,train,01/410/018/6830/front_fr.3.400.jpg,26
328,train,01/411/391/1368/front_fr.6.400.jpg,29
329,train,0141215/front_fr.4.400.jpg,26
330,train,01/420/012/4251/front_en.4.400.jpg,1;13
331,train,01/420/034/0064/front_en.4.400.jpg,1;13
332,train,01/428/500/1799/front_fr.3.400.jpg,7;11;22
333,train,0143739/front_de.3.400.jpg,0
334,train,01/450/001/7468/front_en.4.400.jpg,15
335,train,01/450/002/1304/front_en.3.400.jpg,15
336,train,01/450/002/4039/front_en.4.400.jpg,15
337,train,0145206/front_fr.10.400.jpg,7;11
338,train,01/456/300/4016/front_es.5.400.jpg,1
339,test,01/470/001/1006/front_en.5.400.jpg,1;27
340,train,01/480/000/6537/front_en.3.400.jpg,0
341,train,01/480/021/0927/front_en.14.400.jpg,17
342,train,01/480/051/5312/front_es.6.400.jpg,7;22
343,train,01/490/001/3787/front_en.14.400.jpg,8
344,train,01/500/007/0014/front_en.5.400.jpg,3;9;16
345,train,0150139/front_en.4.400.jpg,7;11
346,train,01/510/900/1117/front_en.3.400.jpg,21
347,train,0151351/front_fr.8.400.jpg,8
348,train,01/519/410/4045/front_en.5.400.jpg,4
349,train,01/529/220/4715/front_en.7.400.jpg,19;23
350,train,01/530/043/0280/front_en.5.400.jpg,8
351,train,01/530/044/0333/front_en.14.400.jpg,8
352,train,01/530/044/1323/front_en.4.400.jpg,3;8;9;28
353,train,0153720/front_es.3.400.jpg,20
354,test,01/540/099/5795/front_en.4.400.jpg,2
355,train,01/541/454/1377/front_en.4.400.jpg,7;11
356,test,01/541/801/1876/front_en.4.400.jpg,0
357,train,0154277/front_fr.4.400.jpg,7;11
358,train,0154697/front_en.3.400.jpg,19;23
359,train,01/553/210/0746/front_en.4.400.jpg,21
360,train,0156165/front_fr.5.400.jpg,0;16;20
361,train,0156554/front_fr.3.400.jpg,26
362,train,01/570/005/1443/front_en.3.400.jpg,0
363,train,01/570/005/7599/front_en.3.400.jpg,17
364,train,01/570/028/8085/front_en.3.400.jpg,2
365,train,01/586/900/3888/front_de.5.400.jpg,8
366,train,01/586/900/7091/front_fr.4.400.jpg,15
367,train,01/586/901/5195/front_de.39.400.jpg,19;23
368,train,01/586/911/5130/front_de.5.400.jpg,19;23
369,train,01/587/801/2512/front_en.4.400.jpg,3;9
370,train,01/590/000/2238/front_en.4.400.jpg,4;14
371,train,01/590/006/9774/front_en.3.400.jpg,4;14
372,train,0159623/front_fr.16.400.jpg,8
373,train,01/600/000/6287/front_fr.3.400.jpg,4
374,train,01/600/011/5828/front_en.16.400.jpg,1
375,train,01/600/012/5063/front_en.3.400.jpg,3;9;16
376,train,01/600/012/7326/front_en.9.400.jpg,3;9
377,train,01/600/013/3105/front_en.4.400.jpg,3;9
378,train,01/600/013/7813/front_en.3.400.jpg,3;9;16
379,train,01/600/014/0929/front_en.17.400.jpg,3;9
380,train,01/600/014/1568/front_en.20.400.jpg,3;9;16
381,train,01/600/015/1628/front_en.3.400.jpg,3;9;16
382,test,01/600/015/6319/front_en.4.400.jpg,26
383,train,01/600/016/0583/front_en.11.400.jpg,3;9;16
384,train,01/600/016/4062/front_en.3.400.jpg,1;27
385,train,01/600/016/9364/front_fr.3.400.jpg,3;9;16
386,train,01/600/017/3187/front_en.11.400.jpg,3;9
387,train,01/600/017/8212/front_en.3.400.jpg,3;9
388,test,01/600/019/5806/front_en.4.400.jpg,3;9
389,train,01/600/026/4601/front_fr.25.400.jpg,1
390,test,01/600/027/5058/front_en.19.400.jpg,3;9;16
391,train,01/600/027/5546/front_en.4.400.jpg,3;9
392,test,01/600/028/9970/front_es.19.400.jpg,12;16
393,train,01/600/035/9932/front_en.10.400.jpg,3;9;16
394,train,01/600/041/9759/front_en.7.400.jpg,8
395,train,01/600/043/5094/front_en.21.400.jpg,3;9;16
396,train,01/600/043/9627/front_en.18.400.jpg,1
397,train,01/600/044/2818/front_en.18.400.jpg,3;9
398,train,01/600/045/8987/front_en.13.400.jpg,1
399,train,01/600/048/7710/front_en.14.400.jpg,3;9;16
400,train,01/600/048/7949/front_en.15.400.jpg,3;9;16
401,train,01/600/049/0895/front_es.9.400.jpg,3;9
402,train,01/600/049/1755/front_en.10.400.jpg,1;27
403,train,01/600/049/7269/front_es.3.400.jpg,1
404,train,01/600/050/4622/front_en.21.400.jpg,1;3;9
405,train,01/600/050/6435/front_en.10.400.jpg,3;9
406,train,01/600/050/7333/front_en.23.400.jpg,1;3;9
407,test,01/600/050/7715/front_en.8.400.jpg,3;9
408,train,01/600/051/5598/front_en.4.400.jpg,3;9
409,train,01/602/090/00721003045/front_en.3.400.jpg,2;5;6;10
410,train,01/602/137/00721003276/front_es.3.400.jpg,2;5;6;10
411,train,01/603/045/00120002815/front_es.3.400.jpg,2;5;6;10
412,train,01/603/256/00119003014/front_es.3.400.jpg,2;5;6;10
413,train,01/607/312/3362/front_en.4.400.jpg,21
414,train,01/619/028/00722002897/front_es.3.400.jpg,2;5;6;10
415,train,01/619/069/00720003035/front_es.3.400.jpg,2;5;6;10
416,train,01/621/634/8003/front_en.3.400.jpg,7;11
417,train,01/622/326/00119002050/front_es.3.400.jpg,2;5;6;10
418,train,01/622/900/0592/front_en.13.400.jpg,17;18
419,train,01/622/900/5115/front_fr.30.400.jpg,2
420,train,01/622/900/6143/front_fr.8.400.jpg,0
421,train,01/622/900/6747/front_fr.36.400.jpg,0
422,train,01/622/951/2071/front_fr.4.400.jpg,8
423,test,01/622/990/2933/front_la.16.400.jpg,0
424,train,01/622/991/0051/front_fr.16.400.jpg,7;11
425,train,01/622/991/8712/front_en.4.400.jpg,0
426,train,01/622/992/4263/front_xx.18.400.jpg,0
427,train,01/623/014/00721003051/front_es.3.400.jpg,2;5;6;10
428,train,01/623/049/00120003647/front_es.3.400.jpg,2;5;6;10
429,train,01/623/074/00721003307/front_es.3.400.jpg,2;5;6;10
430,train,01/623/098/00321003451/front_es.3.400.jpg,2;5;6;10
431,train,01/623/205/00120003548/front_es.7.400.jpg,2;5;6;10
432,train,01/624/262/00319003023/front_es.3.400.jpg,2;5;6;10
433,train,01/624/338/00319003216/front_es.3.400.jpg,2;5;6;10
434,train,01/625/130/00721000000/front_es.3.400.jpg,2;5;6;10
435,train,01/625/190/00819000008/front_es.3.400.jpg,2;5;6;10
436,train,01/625/357/00820000001/front_es.3.400.jpg,2;5;6;10
437,train,0162708/front_fr.4.400.jpg,8
438,train,01/628/154/00820000003/front_es.3.400.jpg,2;5;6;10
439,train,01/628/276/00819000006/front_es.3.400.jpg,2;5;6;10
440,train,01/628/287/00319000007/front_es.3.400.jpg,2;5;6;10
441,train,01/628/296/00819000004/front_es.3.400.jpg,2;5;6;10
442,train,01/628/358/00819000009/front_es.3.400.jpg,2;5;6;10
443,train,01/629/144/1552/front_en.4.400.jpg,7;22
444,train,01/630/015/3704/front_en.3.400.jpg,0
445,train,01/630/016/0597/front_en.4.400.jpg,0
446,train,01/630/016/8210/front_en.3.400.jpg,0
447,train,01/630/016/8340/front_en.4.400.jpg,0
448,train,01/630/311/2401/front_fr.3.400.jpg,0
449,train,01/636/042/00522001840/front_es.3.400.jpg,2;5;6;10
450,train,01/636/084/00521001674/front_es.3.400.jpg,2;5;6;10
451,train,01/636/246/00519001534/front_es.3.400.jpg,2;5;6;10
452,train,01/636/268/00419001674/front_es.3.400.jpg,2;5;6;10
453,train,01/636/302/00519001681/front_es.3.400.jpg,2;5;6;10
454,train,01/636/311/00519001720/front_es.3.400.jpg,2;5;6;10
455,train,01/636/352/00519001754/front_es.3.400.jpg,2;5;6;10
456,train,01/639/028/07822004251/front_es.3.400.jpg,2;5;6;10
457,train,01/639/094/07020003891/front_es.9.400.jpg,2;5;6;10
458,train,01/640/267/00419000000/front_es.7.400.jpg,2;5;6;10
459,train,01/657/195/2839/front_en.7.400.jpg,0
460,train,01/657/195/5144/front_en.3.400.jpg,0
461,test,01/674/100/0087/front_en.6.400.jpg,15
462,train,01/674/100/0445/front_en.4.400.jpg,15
463,train,0168526/front_en.13.400.jpg,2;17
464,train,0170420/front_en.21.400.jpg,2;5;6;10
465,train,01/707/710/3329/front_en.5.400.jpg,2;5;6;25
466,train,01/707/712/4324/front_en.4.400.jpg,2;5;6;25
467,train,01/708/200/7872/front_en.3.400.jpg,4
468,train,01/708/287/7451/front_fr.9.400.jpg,4
469,train,01/708/288/3896/front_en.10.400.jpg,4
470,train,01/708/288/8556/front_en.3.400.jpg,2;5;6;10
471,test,0171250/front_fr.4.400.jpg,26
472,test,0172134/front_en.3.400.jpg,2
473,train,01/727/350/4807/front_fr.3.400.jpg,7;11
474,train,01/732/400/2573/front_en.3.400.jpg,7
475,train,01/740/010/6959/front_en.7.400.jpg,3;9
476,test,01/740/011/1953/front_en.4.400.jpg,3;9
477,train,01/740/011/8679/front_en.5.400.jpg,3;9
478,train,01/740/022/3120/front_en.3.400.jpg,3;9
479,train,01/740/087/3479/front_en.3.400.jpg,3;9
480,train,01/744/400/0701/front_en.21.400.jpg,0
481,train,01/761/901/8180/front_es.3.400.jpg,0
482,train,01/764/253/5500/front_en.3.400.jpg,26
483,train,0179324/front_en.3.400.jpg,4
484,train,01/800/011/3897/front_en.5.400.jpg,26
485,train,01/800/047/7487/front_en.4.400.jpg,3;24
486,train,01/800/075/8463/front_en.7.400.jpg,0
487,train,01/800/322/05619006292/front_es.3.400.jpg,4
488,train,0180245/front_en.23.400.jpg,3;9;16
489,train,0180689/front_en.7.400.jpg,3;9;16
490,train,01/815/119/06020004318/front_es.3.400.jpg,4
491,train,01/816/139/02521004557/front_es.3.400.jpg,4
492,train,01/820/021/9863/front_en.3.400.jpg,0
493,train,01/820/026/1916/front_en.3.400.jpg,0
